fy_year	n_CG	zero_discount_Net_CG_total	cg_inflator	forecast.series
2012-13	531558	9578777968.624847	0.6125056587435863	lower
2013-14	638955	10402505803.764576	0.55337349167190375	lower
2014-15	699220	14850636113.519112	0.7219080290087967	lower
2015-16	661564	19463511990.301594	1	lower
2016-17	366879.6564596311	19863608367.36946	1.840285358122893	lower
2017-18	289003.21477734024	24170528191.100044	2.842720259932372	lower
2018-19	240458.5664928911	24758905216.199852	3.499788831965581	lower
2019-20	205851.46280329814	25912124185.39547	4.278580586978851	lower
2020-21	179470.52817436826	27865535908.726826	5.277459586968612	lower
2021-22	158514.06082207474	15382634367.246443	3.298477932241002	lower
2022-23	141389.07205758605	10229782623.651978	2.4592417240941056	lower
2023-24	127101.13633246001	6080312310.818062	1.6260245979462695	lower
2024-25	114987.79243725905	2362695808.523205	0.698404022277737	lower
2025-26	104586.00690466816	-1138371317.8344193	-0.36996532379284786	lower
2026-27	95559.9256520649	-4530980874.124222	-1.6116364576031144	lower
2027-28	87658.65554070131	-7878404442.342293	-3.0548797792064284	lower
2028-29	80690.2126875869	-11221563002.835876	-4.726973301386748	lower
2029-30	74504.72458540057	-14588904438.71775	-6.655635405206463	lower
2030-31	68983.19923380301	-18001348514.531624	-8.869770151154349	lower
2012-13	531558	9578777968.624847	0.6125056587435863	mean
2013-14	638955	10402505803.764576	0.55337349167190375	mean
2014-15	699220	14850636113.519112	0.7219080290087967	mean
2015-16	661564	19463511990.301594	1	mean
2016-17	662910.0629186382	19863608367.36946	1.018483950904637	mean
2017-18	663593.1633011446	24170528191.100044	1.2380406237854842	mean
2018-19	664141.39741782	24758905216.199852	1.267131079065744	mean
2019-20	664581.311364854	25912124185.39547	1.325273608345359	mean
2020-21	664934.2550146331	27865535908.726826	1.4244242229200488	mean
2021-22	665217.3887845167	29013038204.5529	1.4824507500957367	mean
2022-23	665444.499069993	30160621474.920624	1.5405617271203202	mean
2023-24	665626.6573536871	31308204745.288353	1.5987410132136302	mean
2024-25	665772.7520939306	32455788015.65608	1.65697821507367	mean
2025-26	665889.9173950807	33603371286.023804	1.7152643798648612	mean
2026-27	665983.8781352146	34750954556.391525	1.7735918312856993	mean
2027-28	666059.2276050105	35898537826.759254	1.8319540143986124	mean
2028-29	666119.650709052	37046121097.12698	1.89034535208132	mean
2029-30	666168.103309551	38193704367.494705	1.9487611145115098	mean
2030-31	666206.9562700269	39341287637.862434	2.007197302102611	mean
2012-13	531558	9578777968.624847	0.6125056587435863	upper
2013-14	638955	10402505803.764576	0.55337349167190375	upper
2014-15	699220	14850636113.519112	0.7219080290087967	upper
2015-16	661564	19463511990.301594	1	upper
2016-17	1197803.5407017681	19863608367.36946	0.563667777756152	upper
2017-18	1523705.8408477937	24170528191.100044	0.5391823485929649	upper
2018-19	1834344.2789223292	24758905216.199852	0.45877658585262054	upper
2019-20	2145568.0392103507	25912124185.39547	0.4104983186063585	upper
2020-21	2463566.4027371826	27865535908.726826	0.38446232195722296	upper
2021-22	2791639.8838462248	42643442041.85935	0.5192105582014204	upper
2022-23	3131899.622074037	50091460326.18927	0.5436338815729634	upper
2023-24	3485876.3640079917	56536097179.758644	0.5512701824244514	upper
2024-25	3854786.2171771755	62548880222.788956	0.5515309634017599	upper
2025-26	4239662.601256497	68345113889.88203	0.5479322122609673	upper
2026-27	4641428.118633982	74032889986.90727	0.5421553297402955	upper
2027-28	5060936.560586893	79675480095.86081	0.5351117077915185	upper
2028-29	5498998.878324477	85313805197.08984	0.5273346870070249	upper
2029-30	5956400.00465229	90976313173.70715	0.5191527216616711	upper
2030-31	6433910.191354973	96683923790.2565	0.5107753503375236	upper
