fy_year,Taxable income percentile,avg_tax_rate,id,z,avg_tax_rate_rel,is_max_hist,is_min_hist,colour,alpha,size,label,group,text
2003-04,1,0,,FALSE,0,FALSE,FALSE,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2004-05,1,0,,FALSE,0,FALSE,FALSE,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2005-06,1,0,,FALSE,0,FALSE,FALSE,#808080,0.1,0.8,,2005-06#808080,"2005-06 
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2006-07,1,0,,FALSE,0,FALSE,FALSE,#808080,0.1,0.8,,2006-07#808080,"2006-07 
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2007-08,1,0,,FALSE,0,FALSE,FALSE,#808080,0.2,0.8,,2007-08#808080,"2007-08 
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2008-09,1,0,,FALSE,0,FALSE,FALSE,#808080,0.2,0.8,,2008-09#808080,"2008-09 
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2009-10,1,0,,FALSE,0,FALSE,FALSE,black,0.8,1.1,,2009-10black,"2009-10 
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2010-11,1,0,,FALSE,0,FALSE,FALSE,#808080,0.3,0.8,,2010-11#808080,"2010-11 
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2011-12,1,0,,FALSE,0,FALSE,FALSE,#808080,0.4,0.8,,2011-12#808080,"2011-12 
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2012-13,1,0,,FALSE,0,FALSE,FALSE,#808080,0.4,0.8,,2012-13#808080,"2012-13 
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2013-14,1,0,,FALSE,0,FALSE,FALSE,#808080,0.4,0.8,,2013-14#808080,"2013-14 
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2014-15,1,0,,FALSE,0,FALSE,FALSE,#808080,0.5,0.8,,2014-15#808080,"2014-15 
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2015-16,1,0,,FALSE,0,FALSE,FALSE,#808080,0.5,0.8,,2015-16#808080,"2015-16 
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2018-19,1,0,Baseline,FALSE,0,FALSE,FALSE,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2018-19,1,0,Budget2018,FALSE,0,FALSE,FALSE,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2027-28,1,0,Baseline,FALSE,0,FALSE,FALSE,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2027-28,1,0,Budget2018,FALSE,0,FALSE,FALSE,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 1
Avg. tax rate (17-18 = 0): 0"
2003-04,2,0,,FALSE,0,FALSE,FALSE,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 2
Avg. tax rate (17-18 = 0): 0"
2004-05,2,0,,FALSE,0,FALSE,FALSE,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 2
Avg. tax rate (17-18 = 0): 0"
2005-06,2,0,,FALSE,0,FALSE,FALSE,#808080,0.1,0.8,,2005-06#808080,"2005-06 
            Percentile: 2
Avg. tax rate (17-18 = 0): 0"
2006-07,2,0,,FALSE,0,FALSE,FALSE,#808080,0.1,0.8,,2006-07#808080,"2006-07 
            Percentile: 2
Avg. tax rate (17-18 = 0): 0"
2007-08,2,0,,FALSE,0,FALSE,FALSE,#808080,0.2,0.8,,2007-08#808080,"2007-08 
            Percentile: 2
Avg. tax rate (17-18 = 0): 0"
